ID,pred
25318,0.07909882971904503
25319,0.017052149442885047
25320,0.016094839529283873
25321,0.6625353668242332
25322,0.03665836293494708
25323,0.006444810809841099
25324,0.004710306437260473
25325,0.007451888806211537
25326,0.028016748431376894
25327,0.18084273711169996
25328,0.5917190882052646
25329,0.06471837715112329
25330,0.006142105824387026
25331,0.00887061718128801
25332,0.012947040337903021
25333,0.019939949487378372
25334,0.08389328678985303
25335,0.005453222381690255
25336,0.020629737351285128
25337,0.22267152335686183
25338,0.046097145470302525
25339,0.0537579089832604
25340,0.005363450748811472
25341,0.037988757041962556
25342,0.3092440648678461
25343,0.03007637820364073
25344,0.01890437232110048
25345,0.015616894362079473
25346,0.04405800778322205
25347,0.0070651410630317825
25348,0.024495691714924585
25349,0.01422186924952229
25350,0.018970400568867854
25351,0.009593490152929842
25352,0.05006924457154556
25353,0.028327304407189398
25354,0.03627791633207544
25355,0.2520459412501924
25356,0.23970180633529986
25357,0.01390251627674657
25358,0.10623273845514888
25359,0.02156619056199285
25360,0.011954988204330393
25361,0.05755347144138936
25362,0.06933748633599322
25363,0.5611653866118729
25364,0.009441413353958178
25365,0.01133016363356958
25366,0.008357245920038052
25367,0.012962206724418663
25368,0.45261258610599764
25369,0.05374014676407886
25370,0.007721849722942093
25371,0.19436557616130762
25372,0.014139813874766016
25373,0.040777768093855145
25374,0.04612264581974929
25375,0.0055460395714751805
25376,0.07725153691097632
25377,0.007491834435239289
25378,0.0489718848905457
25379,0.05418029454531119
25380,0.011664962659126634
25381,0.018285481052723238
25382,0.0068914329784123705
25383,0.0997373890277595
25384,0.010243914800467458
25385,0.08090815345582919
25386,0.008460882339612391
25387,0.11727330803872811
25388,0.028514296383316335
25389,0.3580362191768016
25390,0.009686802223203395
25391,0.03461496867998594
25392,0.5575283167131231
25393,0.05670300012225606
25394,0.2848483329055
25395,0.026865915600274654
25396,0.007938013936359149
25397,0.020330183550304068
25398,0.8182337334732475
25399,0.08562193881649452
25400,0.01280822739242787
25401,0.01370054569934277
25402,0.4287284163653715
25403,0.0449510049539036
25404,0.016456057043911
25405,0.48515658627900526
25406,0.008400324039762085
25407,0.061259194521822366
25408,0.2656814121922889
25409,0.025735452885203812
25410,0.07956481609631678
25411,0.036804621360539434
25412,0.18406730275744793
25413,0.7668655261316034
25414,0.3465238205762583
25415,0.3221661476443241
25416,0.014016005594138316
25417,0.31927692044226136
25418,0.018702825625126568
25419,0.00850098094807156
25420,0.03501322293775711
25421,0.006635778685167143
25422,0.005579164873732722
25423,0.01382687920824969
25424,0.029039535479421924
25425,0.009740285840589169
25426,0.03148410392687896
25427,0.2727527148774571
25428,0.010452327601377891
25429,0.16998549866519816
25430,0.10336268553662073
25431,0.06793111196618513
25432,0.041063099708570514
25433,0.010708566800813234
25434,0.48510602289434096
25435,0.01762885998052513
25436,0.010542743602132174
25437,0.014864838200586839
25438,0.012450327367702161
25439,0.37138189112553505
25440,0.12980176425698947
25441,0.3246143839642199
25442,0.007585573634086814
25443,0.010750334448217897
25444,0.2803147726604863
25445,0.02037638134908781
25446,0.09734491406889714
25447,0.04134978875053424
25448,0.04748553268641035
25449,0.07558346590312434
25450,0.016595791811767756
25451,0.024524916172964824
25452,0.05658210767725681
25453,0.012072192423791237
25454,0.6169880514348496
25455,0.02831743608859146
25456,0.016037743482690724
25457,0.6112776927820356
25458,0.7098504728668675
25459,0.034274281344912935
25460,0.08617749008207812
25461,0.010551701431376192
25462,0.0631112125826099
25463,0.19576126483463846
25464,0.030361309457737205
25465,0.008288081094199897
25466,0.14956105050330892
25467,0.13312190465863688
25468,0.06744902617648041
25469,0.004007130962429642
25470,0.020983905951302954
25471,0.020413204321021578
25472,0.013092044640426945
25473,0.0491684447585259
25474,0.013244753636583919
25475,0.010848144715455154
25476,0.010031212655450952
25477,0.01843441397964994
25478,0.48243850959569967
25479,0.013666401691274834
25480,0.023240347468534595
25481,0.08209210453300084
25482,0.017740721955433407
25483,0.008728813089629842
25484,0.11022757125305069
25485,0.40681440772909694
25486,0.07515724438878475
25487,0.005672383449454107
25488,0.32744295898456993
25489,0.5173213971689695
25490,0.5144868101843121
25491,0.21689837705482903
25492,0.010636573733541679
25493,0.264383127088842
25494,0.4762703067566628
25495,0.0699558062894736
25496,0.017966907297078706
25497,0.0356354797724089
25498,0.010500132195789083
25499,0.017876446459042346
25500,0.008210950181195227
25501,0.016291704126388057
25502,0.1219805127098262
25503,0.010460449271157957
25504,0.006912582310348933
25505,0.4145327349107945
25506,0.07838073535332593
25507,0.00755766030993762
25508,0.010957050455719182
25509,0.010327463247777242
25510,0.03578618766339962
25511,0.17043149550943842
25512,0.2664985457706099
25513,0.06222773855159693
25514,0.007435591652486029
25515,0.4812053943900992
25516,0.012112093384177
25517,0.005392496221315859
25518,0.3556587425571969
25519,0.018893692035209474
25520,0.2472382437437147
25521,0.02377928036699451
25522,0.010325299443941047
25523,0.33736177628069725
25524,0.011861436162336753
25525,0.2200254766400648
25526,0.5196084316960755
25527,0.09872211943844258
25528,0.008001059599934541
25529,0.12647714611463337
25530,0.0068281480695934526
25531,0.02802810009211578
25532,0.062478736097877276
25533,0.08099179542210619
25534,0.0952581394316762
25535,0.09633596759283128
25536,0.16239639019713203
25537,0.005609298457882716
25538,0.05569218931671821
25539,0.6240678821793552
25540,0.391164235696731
25541,0.3077739914717261
25542,0.0202398106002032
25543,0.03554612217725794
25544,0.023031928424693336
